userID,movieID,watch
1,682075,1
1,383498,1
1,1013240,1
1,436270,2
1,1094556,2
1,141,0
1,424,5
1,339846,0
1,22,0
1,746036,2
1,269149,5
1,674,1
1,1019317,0
1,799155,1
1,926393,0
1,424139,1
1,15,0
1,370464,0
1,1139566,0
1,2666,4
1,1079485,4
1,617127,1
1,354912,3
1,14160,0
1,140300,5
1,1227816,0
1,978592,3
1,1865,2
1,505642,2
1,36647,1
1,951491,1
1,767,1
1,324786,5
1,278,2
1,699280,0
1,677179,0
1,1217409,1
1,122917,2
1,155,0
1,769,1
1,857,1
1,537915,3
1,49047,1
1,480530,0
1,8587,5
1,597,3
1,675,2
1,198184,0
1,937287,4
1,2062,0
1,938614,0
1,24428,2
1,968051,0
1,4935,0
1,890244,1
1,851925,3
1,19,2
1,621,0
1,794,5
1,13,0
1,673593,3
1,118,0
1,585083,1
1,216015,0
1,228150,4
1,395990,0
1,141052,3
1,335983,0
1,848187,1
1,620,1
1,39254,0
1,11688,0
1,1422,0
1,1205781,5
1,282035,0
1,863,0
1,497698,1
1,271110,5
1,12444,0
1,888003,0
1,1267729,1
1,807,0
2,693134,3
2,823464,2
2,1011985,1
2,720321,1
2,1239146,3
2,601796,3
2,940551,0
2,359410,4
2,929590,2
2,654739,0
2,984324,0
2,634492,3
2,1096197,2
2,942047,2
2,935271,3
2,1127166,0
2,438631,1
2,967847,5
2,856289,0
2,1229913,0
2,1105407,3
2,383634,0
2,1181548,4
2,969492,0
2,849509,0
2,934632,1
2,845783,1
2,872585,1
2,787699,0
2,1111873,0
2,763215,4
2,437342,0
2,1041613,1
2,1125311,5
2,653346,4
2,1005681,0
2,848538,1
2,893334,1
2,1072790,0
2,866398,2
2,385687,0
2,399566,2
2,792307,0
2,7451,1
2,940721,1
2,1239251,2
2,624091,0
2,346698,0
2,551115,3
2,1032372,0
2,609681,2
2,667538,2
2,1027604,5
2,1022789,0
2,873972,3
2,932420,1
2,1049948,1
2,299536,0
2,1022128,2
2,616037,3
2,572802,2
2,1010581,3
2,502356,2
2,218,0
2,634649,0
2,297802,0
2,1192209,0
2,577922,0
2,126889,3
2,405774,0
2,373571,0
2,1017633,2
2,881460,2
2,870404,1
2,43074,1
2,698438,3
2,62,2
2,508883,1
2,284053,5
2,348,0
2,944401,3
2,671,2
2,569094,0
2,293660,2
2,119450,0
2,10138,2
2,753342,2
2,11,0
2,801691,1
2,157336,5
2,1211483,1
2,298618,1
2,603692,0
2,603,3
2,838209,0
2,976573,0
2,414906,1
2,897087,5
2,281338,0
2,27205,5
2,1241748,4
2,86493,0
2,263115,0
2,59300,0
2,1026436,0
2,1134754,0
2,968441,1
2,784651,1
2,766507,0
2,1011082,1
2,695721,0
2,683361,1
2,760104,0
2,315162,1
2,16320,1
2,984249,4
2,254,0
2,1006540,0
2,1139829,1
2,150540,3
2,618588,1
2,508947,3
2,1366,2
2,1029575,0
2,425909,0
2,381288,1
2,1262596,2
2,933131,0
2,1028703,1
2,198663,0
2,120,3
2,106,0
2,680,0
2,124905,1
2,299054,0
2,447365,0
2,893723,2
2,1046090,3
2,841,2
2,1124127,1
2,68428,0
2,5548,0
2,927107,0
2,862,5
2,337404,1
2,507089,4
2,297762,0
2,467244,0
2,284054,3
2,466420,0
2,838240,0
2,1924,4
2,1074049,1
2,1078928,0
2,1016121,2
2,329865,1
2,299534,0
2,1075794,1
2,734002,5
2,575264,1
2,637649,0
2,670292,1
2,177572,0
2,1212073,0
2,206647,1
2,885303,2
2,299537,0
2,1248795,0
2,293167,1
2,1701,0
2,1260916,1
2,411,1
2,14836,0
2,49444,1
2,1008042,0
2,829557,4
2,103,2
2,19995,3
2,809,0
2,1079394,0
2,400928,0
2,1081620,1
2,476669,2
2,315635,2
2,568124,0
2,955916,3
2,7214,2
2,550,2
2,284052,0
2,1052158,3
2,957304,0
2,682075,0
2,383498,0
2,1013240,0
2,436270,0
2,1094556,4
2,141,0
2,424,1
2,339846,2
2,22,0
2,746036,2
2,269149,0
2,674,3
2,1019317,0
2,799155,0
2,926393,0
2,424139,0
2,15,0
2,370464,4
2,1139566,0
2,2666,2
2,1079485,0
2,617127,0
2,354912,1
2,14160,0
2,140300,3
2,1227816,1
2,978592,0
2,1865,1
2,505642,0
2,36647,0
2,951491,0
2,767,0
2,324786,2
2,278,3
2,699280,0
2,677179,3
2,1217409,2
2,122917,0
2,155,0
2,769,3
2,857,1
2,537915,1
2,49047,1
2,480530,1
2,8587,2
2,597,1
2,675,4
2,198184,0
2,937287,1
2,2062,0
2,938614,0
2,24428,0
2,968051,0
2,4935,0
2,890244,2
2,851925,3
2,19,2
2,621,0
2,794,0
2,13,0
2,673593,2
2,118,1
2,585083,2
2,216015,2
2,228150,0
2,395990,4
2,141052,2
2,335983,4
2,848187,0
2,620,0
2,39254,0
2,11688,2
2,1422,2
2,1205781,2
2,282035,2
2,863,2
2,497698,0
2,271110,0
2,12444,1
2,888003,0
2,1267729,0
2,807,0
3,693134,3
3,823464,0
3,1011985,0
3,720321,0
3,1239146,0
3,601796,0
3,940551,1
3,359410,1
3,929590,0
3,654739,1
3,984324,1
3,634492,0
3,1096197,3
3,942047,3
3,935271,0
3,1127166,0
3,438631,0
3,967847,3
3,856289,0
3,1229913,3
3,1105407,0
3,383634,0
3,1181548,3
3,969492,0
3,849509,0
3,934632,2
3,845783,4
3,872585,1
3,787699,1
3,1111873,1
3,763215,2
3,437342,1
3,1041613,0
3,1125311,5
3,653346,1
3,1005681,0
3,848538,5
3,893334,5
3,1072790,0
3,866398,4
3,385687,0
3,399566,0
3,792307,2
3,7451,0
3,940721,0
3,1239251,4
3,624091,3
3,346698,0
3,551115,4
3,1032372,0
3,609681,0
3,667538,2
3,1027604,0
3,1022789,0
3,873972,0
3,932420,0
3,1049948,1
3,299536,2
3,1022128,1
3,616037,0
3,572802,1
3,1010581,0
3,502356,1
3,218,0
3,634649,2
3,297802,0
3,1192209,2
3,577922,1
3,126889,4
3,405774,0
3,373571,1
3,1017633,1
3,881460,2
3,870404,1
3,43074,3
3,698438,2
3,62,3
3,508883,0
3,284053,0
3,348,3
3,944401,0
3,671,2
3,569094,0
3,293660,1
3,119450,3
3,10138,0
3,753342,0
3,11,2
3,801691,2
3,157336,0
3,1211483,0
3,298618,0
3,603692,0
3,603,1
3,838209,4
3,976573,0
3,414906,0
3,897087,2
3,281338,0
3,27205,0
3,1241748,0
3,86493,0
3,263115,1
3,59300,0
3,1026436,0
3,1134754,0
3,968441,0
3,784651,1
3,766507,1
3,1011082,2
3,695721,0
3,683361,0
3,760104,0
3,315162,0
3,16320,2
3,984249,1
3,254,3
3,1006540,0
3,1139829,0
3,150540,2
3,618588,1
3,508947,1
3,1366,4
3,1029575,0
3,425909,2
3,381288,1
3,1262596,1
3,933131,0
3,1028703,0
3,198663,0
3,120,5
3,106,2
3,680,0
3,124905,0
3,299054,0
3,447365,2
3,893723,1
3,1046090,4
3,841,1
3,1124127,0
3,68428,1
3,5548,0
3,927107,1
3,862,1
3,337404,1
3,507089,3
3,297762,0
3,467244,0
3,284054,1
3,466420,0
3,838240,0
3,1924,0
3,1074049,0
3,1078928,1
3,1016121,0
3,329865,0
3,299534,0
3,1075794,3
3,734002,1
3,575264,0
3,637649,0
3,670292,0
3,177572,4
3,1212073,0
3,206647,0
3,885303,2
3,299537,0
3,1248795,4
3,293167,0
3,1701,4
3,1260916,4
3,411,2
3,14836,0
3,49444,3
3,1008042,1
3,829557,0
3,103,0
3,19995,1
3,809,3
3,1079394,2
3,400928,0
3,1081620,3
3,476669,1
3,315635,0
3,568124,1
3,955916,1
3,7214,0
3,550,5
3,284052,0
3,1052158,0
3,957304,3
3,682075,1
3,383498,0
3,1013240,1
3,436270,3
3,1094556,1
3,141,4
3,424,5
3,339846,0
3,22,1
3,746036,3
3,269149,3
3,674,0
3,1019317,2
3,799155,1
3,926393,2
3,424139,4
3,15,2
3,370464,0
3,1139566,2
3,2666,0
3,1079485,0
3,617127,2
3,354912,1
3,14160,0
3,140300,0
3,1227816,2
3,978592,0
3,1865,0
3,505642,2
3,36647,1
3,951491,0
3,767,0
3,324786,3
3,278,0
3,699280,1
3,677179,0
3,1217409,4
3,122917,0
3,155,1
3,769,4
3,857,2
3,537915,3
3,49047,1
3,480530,3
3,8587,0
3,597,4
3,675,3
3,198184,2
3,937287,3
3,2062,0
3,938614,0
3,24428,0
3,968051,2
3,4935,1
3,890244,1
3,851925,2
3,19,1
3,621,3
3,794,2
3,13,0
3,673593,1
3,118,4
3,585083,0
3,216015,0
3,228150,0
3,395990,1
3,141052,3
3,335983,5
3,848187,4
3,620,1
3,39254,3
3,11688,2
3,1422,0
3,1205781,2
3,282035,1
3,863,0
3,497698,1
3,271110,1
3,12444,1
3,888003,0
3,1267729,1
3,807,2
4,693134,3
4,823464,0
4,1011985,0
4,720321,0
4,1239146,1
4,601796,0
4,940551,1
4,359410,3
4,929590,0
4,654739,2
4,984324,4
4,634492,4
4,1096197,0
4,942047,2
4,935271,1
4,1127166,4
4,438631,3
4,967847,1
4,856289,4
4,1229913,4
4,1105407,3
4,383634,2
4,1181548,1
4,969492,1
4,849509,4
4,934632,2
4,845783,1
4,872585,1
4,787699,0
4,1111873,1
4,763215,3
4,437342,0
4,1041613,2
4,1125311,0
4,653346,1
4,1005681,0
4,848538,0
4,893334,0
4,1072790,1
4,866398,2
4,385687,0
4,399566,1
4,792307,3
4,7451,0
4,940721,0
4,1239251,2
4,624091,0
4,346698,0
4,551115,0
4,1032372,0
4,609681,0
4,667538,2
4,1027604,1
4,1022789,2
4,873972,1
4,932420,1
4,1049948,0
4,299536,0
4,1022128,4
4,616037,1
4,572802,2
4,1010581,1
4,502356,0
4,218,1
4,634649,2
4,297802,0
4,1192209,3
4,577922,0
4,126889,0
4,405774,0
4,373571,1
4,1017633,1
4,881460,1
4,870404,2
4,43074,0
4,698438,2
4,62,0
4,508883,0
4,284053,2
4,348,3
4,944401,3
4,671,0
4,569094,0
4,293660,5
4,119450,2
4,10138,2
4,753342,0
4,11,1
4,801691,0
4,157336,1
4,1211483,1
4,298618,0
4,603692,0
4,603,0
4,838209,3
4,976573,0
4,414906,1
4,897087,0
4,281338,1
4,27205,4
4,1241748,1
4,86493,2
4,263115,0
4,59300,1
4,1026436,0
4,1134754,0
4,968441,2
4,784651,1
4,766507,3
4,1011082,1
4,695721,1
4,683361,0
4,760104,3
4,315162,0
4,16320,5
4,984249,0
4,254,2
4,1006540,4
4,1139829,4
4,150540,1
4,618588,0
4,508947,1
4,1366,3
4,1029575,1
4,425909,0
4,381288,1
4,1262596,0
4,933131,0
4,1028703,3
4,198663,1
4,120,1
4,106,4
4,680,4
4,124905,1
4,299054,1
4,447365,1
4,893723,0
4,1046090,4
4,841,0
4,1124127,0
4,68428,0
4,5548,1
4,927107,0
4,862,3
4,337404,4
4,507089,1
4,297762,0
4,467244,1
4,284054,0
4,466420,5
4,838240,4
4,1924,0
4,1074049,2
4,1078928,2
4,1016121,3
4,329865,0
4,299534,3
4,1075794,4
4,734002,3
4,575264,0
4,637649,2
4,670292,0
4,177572,2
4,1212073,0
4,206647,2
4,885303,0
4,299537,1
4,1248795,2
4,293167,0
4,1701,1
4,1260916,3
4,411,3
4,14836,0
4,49444,0
4,1008042,1
4,829557,0
4,103,0
4,19995,0
4,809,1
4,1079394,1
4,400928,0
4,1081620,3
4,476669,3
4,315635,1
4,568124,0
4,955916,0
4,7214,2
4,550,0
4,284052,2
4,1052158,1
4,957304,2
4,682075,1
4,383498,4
4,1013240,0
4,436270,5
4,1094556,0
4,141,0
4,424,0
4,339846,2
4,22,1
4,746036,2
4,269149,0
4,674,0
4,1019317,0
4,799155,1
4,926393,0
4,424139,0
4,15,0
4,370464,4
4,1139566,0
4,2666,0
4,1079485,1
4,617127,0
4,354912,0
4,14160,2
4,140300,0
4,1227816,0
4,978592,0
4,1865,3
4,505642,0
4,36647,2
4,951491,4
4,767,4
4,324786,1
4,278,0
4,699280,0
4,677179,0
4,1217409,2
4,122917,1
4,155,3
4,769,0
4,857,1
4,537915,0
4,49047,0
4,480530,0
4,8587,4
4,597,2
4,675,4
4,198184,0
4,937287,0
4,2062,2
4,938614,2
4,24428,2
4,968051,2
4,4935,1
4,890244,0
4,851925,0
4,19,2
4,621,1
4,794,1
4,13,3
4,673593,3
4,118,0
4,585083,1
4,216015,1
4,228150,0
4,395990,1
4,141052,1
4,335983,1
4,848187,1
4,620,0
4,39254,0
4,11688,1
4,1422,1
4,1205781,2
4,282035,0
4,863,1
4,497698,0
4,271110,5
4,12444,2
4,888003,2
4,1267729,2
4,807,0
5,693134,2
5,823464,5
5,1011985,1
5,720321,1
5,1239146,0
5,601796,1
5,940551,0
5,359410,1
5,929590,2
5,654739,3
5,984324,3
5,634492,5
5,1096197,0
5,942047,2
5,935271,0
5,1127166,2
5,438631,1
5,967847,1
5,856289,0
5,1229913,0
5,1105407,2
5,383634,1
5,1181548,0
5,969492,4
5,849509,1
5,934632,0
5,845783,2
5,872585,4
5,787699,3
5,1111873,3
5,763215,1
5,437342,0
5,1041613,1
5,1125311,0
5,653346,3
5,1005681,0
5,848538,2
5,893334,1
5,1072790,0
5,866398,2
5,385687,1
5,399566,0
5,792307,1
5,7451,4
5,940721,1
5,1239251,3
5,624091,1
5,346698,0
5,551115,0
5,1032372,0
5,609681,3
5,667538,3
5,1027604,1
5,1022789,0
5,873972,5
5,932420,1
5,1049948,4
5,299536,1
5,1022128,0
5,616037,0
5,572802,0
5,1010581,4
5,502356,0
5,218,1
5,634649,3
5,297802,0
5,1192209,0
5,577922,1
5,126889,3
5,405774,1
5,373571,1
5,1017633,1
5,881460,1
5,870404,1
5,43074,0
5,698438,2
5,62,0
5,508883,0
5,284053,0
5,348,1
5,944401,1
5,671,1
5,569094,0
5,293660,1
5,119450,1
5,10138,0
5,753342,1
5,11,1
5,801691,2
5,157336,1
5,1211483,0
5,298618,2
5,603692,1
5,603,2
5,838209,2
5,976573,2
5,414906,0
5,897087,1
5,281338,2
5,27205,0
5,1241748,0
5,86493,0
5,263115,0
5,59300,3
5,1026436,0
5,1134754,4
5,968441,1
5,784651,0
5,766507,2
5,1011082,1
5,695721,0
5,683361,0
5,760104,2
5,315162,1
5,16320,3
5,984249,0
5,254,2
5,1006540,4
5,1139829,4
5,150540,0
5,618588,0
5,508947,2
5,1366,5
5,1029575,1
5,425909,0
5,381288,2
5,1262596,0
5,933131,0
5,1028703,1
5,198663,0
5,120,3
5,106,3
5,680,4
5,124905,1
5,299054,1
5,447365,0
5,893723,1
5,1046090,2
5,841,2
5,1124127,0
5,68428,2
5,5548,1
5,927107,0
5,862,0
5,337404,0
5,507089,1
5,297762,1
5,467244,0
5,284054,1
5,466420,3
5,838240,2
5,1924,3
5,1074049,0
5,1078928,0
5,1016121,0
5,329865,1
5,299534,2
5,1075794,3
5,734002,2
5,575264,1
5,637649,0
5,670292,4
5,177572,0
5,1212073,0
5,206647,0
5,885303,1
5,299537,0
5,1248795,0
5,293167,0
5,1701,0
5,1260916,3
5,411,0
5,14836,1
5,49444,0
5,1008042,0
5,829557,1
5,103,1
5,19995,1
5,809,1
5,1079394,2
5,400928,2
5,1081620,0
5,476669,0
5,315635,1
5,568124,1
5,955916,0
5,7214,0
5,550,4
5,284052,1
5,1052158,2
5,957304,3
5,682075,1
5,383498,2
5,1013240,0
5,436270,3
5,1094556,1
5,141,1
5,424,0
5,339846,0
5,22,0
5,746036,0
5,269149,4
5,674,2
5,1019317,2
5,799155,2
5,926393,2
5,424139,3
5,15,2
5,370464,4
5,1139566,0
5,2666,0
5,1079485,1
5,617127,2
5,354912,0
5,14160,3
5,140300,0
5,1227816,2
5,978592,5
5,1865,0
5,505642,2
5,36647,0
5,951491,1
5,767,3
5,324786,0
5,278,3
5,699280,3
5,677179,1
5,1217409,3
5,122917,1
5,155,1
5,769,1
5,857,1
5,537915,1
5,49047,1
5,480530,2
5,8587,0
5,597,1
5,675,4
5,198184,0
5,937287,4
5,2062,5
5,938614,1
5,24428,2
5,968051,0
5,4935,1
5,890244,5
5,851925,0
5,19,0
5,621,0
5,794,2
5,13,0
5,673593,4
5,118,2
5,585083,0
5,216015,3
5,228150,3
5,395990,1
5,141052,1
5,335983,5
5,848187,1
5,620,0
5,39254,3
5,11688,1
5,1422,1
5,1205781,1
5,282035,1
5,863,0
5,497698,4
5,271110,3
5,12444,0
5,888003,0
5,1267729,4
5,807,2
6,693134,2
6,823464,2
6,1011985,3
6,720321,1
6,1239146,1
6,601796,0
6,940551,1
6,359410,3
6,929590,1
6,654739,0
6,984324,0
6,634492,2
6,1096197,0
6,942047,1
6,935271,2
6,1127166,0
6,438631,2
6,967847,3
6,856289,3
6,1229913,0
6,1105407,0
6,383634,0
6,1181548,1
6,969492,1
6,849509,1
6,934632,0
6,845783,0
6,872585,1
6,787699,4
6,1111873,0
6,763215,0
6,437342,1
6,1041613,1
6,1125311,0
6,653346,4
6,1005681,0
6,848538,2
6,893334,2
6,1072790,3
6,866398,0
6,385687,0
6,399566,0
6,792307,2
6,7451,1
6,940721,0
6,1239251,0
6,624091,0
6,346698,2
6,551115,1
6,1032372,1
6,609681,2
6,667538,0
6,1027604,5
6,1022789,3
6,873972,0
6,932420,0
6,1049948,1
6,299536,0
6,1022128,0
6,616037,5
6,572802,1
6,1010581,1
6,502356,0
6,218,5
6,634649,0
6,297802,2
6,1192209,4
6,577922,0
6,126889,0
6,405774,1
6,373571,0
6,1017633,3
6,881460,2
6,870404,1
6,43074,0
6,698438,2
6,62,0
6,508883,3
6,284053,5
6,348,0
6,944401,1
6,671,0
6,569094,5
6,293660,1
6,119450,2
6,10138,4
6,753342,0
6,11,0
6,801691,0
6,157336,0
6,1211483,0
6,298618,0
6,603692,0
6,603,1
6,838209,3
6,976573,2
6,414906,4
6,897087,1
6,281338,3
6,27205,0
6,1241748,0
6,86493,2
6,263115,4
6,59300,0
6,1026436,1
6,1134754,0
6,968441,2
6,784651,0
6,766507,0
6,1011082,2
6,695721,0
6,683361,5
6,760104,0
6,315162,1
6,16320,3
6,984249,3
6,254,0
6,1006540,0
6,1139829,0
6,150540,4
6,618588,2
6,508947,3
6,1366,0
6,1029575,1
6,425909,0
6,381288,0
6,1262596,1
6,933131,4
6,1028703,0
6,198663,1
6,120,1
6,106,0
6,680,2
6,124905,2
6,299054,0
6,447365,0
6,893723,1
6,1046090,1
6,841,1
6,1124127,2
6,68428,2
6,5548,0
6,927107,0
6,862,2
6,337404,0
6,507089,2
6,297762,4
6,467244,1
6,284054,0
6,466420,1
6,838240,1
6,1924,3
6,1074049,0
6,1078928,0
6,1016121,2
6,329865,1
6,299534,0
6,1075794,5
6,734002,3
6,575264,0
6,637649,2
6,670292,0
6,177572,4
6,1212073,2
6,206647,3
6,885303,2
6,299537,0
6,1248795,0
6,293167,4
6,1701,2
6,1260916,0
6,411,1
6,14836,1
6,49444,0
6,1008042,2
6,829557,2
6,103,0
6,19995,2
6,809,1
6,1079394,1
6,400928,2
6,1081620,0
6,476669,0
6,315635,2
6,568124,1
6,955916,0
6,7214,0
6,550,3
6,284052,0
6,1052158,0
6,957304,0
6,682075,1
6,383498,1
6,1013240,0
6,436270,1
6,1094556,1
6,141,0
6,424,3
6,339846,0
6,22,1
6,746036,0
6,269149,2
6,674,0
6,1019317,0
6,799155,0
6,926393,0
6,424139,1
6,15,3
6,370464,1
6,1139566,3
6,2666,0
6,1079485,0
6,617127,0
6,354912,1
6,14160,2
6,140300,3
6,1227816,2
6,978592,0
6,1865,0
6,505642,3
6,36647,2
6,951491,0
6,767,1
6,324786,3
6,278,0
6,699280,0
6,677179,0
6,1217409,0
6,122917,1
6,155,0
6,769,1
6,857,0
6,537915,1
6,49047,1
6,480530,0
6,8587,0
6,597,1
6,675,0
6,198184,0
6,937287,1
6,2062,1
6,938614,0
6,24428,0
6,968051,1
6,4935,1
6,890244,0
6,851925,0
6,19,0
6,621,0
6,794,1
6,13,3
6,673593,1
6,118,2
6,585083,0
6,216015,0
6,228150,1
6,395990,0
6,141052,1
6,335983,1
6,848187,0
6,620,3
6,39254,2
6,11688,0
6,1422,0
6,1205781,1
6,282035,2
6,863,1
6,497698,0
6,271110,0
6,12444,0
6,888003,0
6,1267729,2
6,807,5
7,693134,0
7,823464,5
7,1011985,0
7,720321,4
7,1239146,1
7,601796,2
7,940551,3
7,359410,0
7,929590,0
7,654739,1
7,984324,0
7,634492,2
7,1096197,1
7,942047,0
7,935271,0
7,1127166,3
7,438631,1
7,967847,0
7,856289,1
7,1229913,3
7,1105407,0
7,383634,2
7,1181548,0
7,969492,5
7,849509,0
7,934632,4
7,845783,3
7,872585,0
7,787699,2
7,1111873,1
7,763215,0
7,437342,1
7,1041613,3
7,1125311,3
7,653346,1
7,1005681,2
7,848538,3
7,893334,0
7,1072790,3
7,866398,2
7,385687,2
7,399566,4
7,792307,2
7,7451,0
7,940721,4
7,1239251,1
7,624091,0
7,346698,1
7,551115,0
7,1032372,2
7,609681,3
7,667538,0
7,1027604,3
7,1022789,1
7,873972,5
7,932420,1
7,1049948,0
7,299536,4
7,1022128,0
7,616037,0
7,572802,0
7,1010581,2
7,502356,1
7,218,5
7,634649,1
7,297802,0
