userID,movieID,view
0,49444,0
0,1008042,1
0,829557,3
0,103,2
0,19995,1
0,809,2
0,1079394,2
0,400928,4
0,1081620,2
0,476669,4
0,315635,5
0,568124,4
0,955916,4
0,7214,5
0,550,2
0,284052,5
0,1052158,0
0,957304,5
0,682075,2
0,383498,1
0,1013240,1
0,436270,4
0,1094556,0
0,141,4
0,424,2
0,339846,1
0,22,3
0,746036,1
0,269149,4
0,674,3
0,1019317,3
0,799155,5
0,926393,1
0,424139,0
0,15,2
0,370464,1
0,1139566,3
0,2666,0
0,1079485,1
0,617127,4
0,354912,3
0,14160,1
0,140300,0
0,1227816,3
0,978592,4
0,1865,5
0,505642,3
0,36647,2
0,951491,0
0,767,3
0,324786,4
0,278,4
0,699280,2
0,677179,5
0,1217409,5
0,122917,4
0,155,2
0,769,3
0,857,3
0,537915,5
0,49047,5
0,480530,3
0,8587,2
0,597,0
0,675,5
0,198184,2
0,937287,5
0,2062,1
0,938614,1
0,24428,0
0,968051,4
0,4935,0
0,890244,3
0,851925,5
0,19,2
0,621,0
0,794,3
0,13,1
0,673593,0
0,118,3
0,585083,1
0,216015,0
0,228150,5
0,395990,2
0,141052,4
0,335983,5
0,848187,2
0,620,5
0,39254,0
0,11688,2
0,1422,3
0,1205781,2
0,282035,4
0,863,5
0,497698,1
0,271110,2
0,12444,2
0,888003,2
0,1267729,2
0,807,3
1,693134,2
1,823464,4
1,1011985,2
1,720321,5
1,1239146,2
1,601796,0
1,940551,4
1,359410,5
1,929590,1
1,654739,2
1,984324,4
1,634492,4
1,1096197,0
1,942047,5
1,935271,4
1,1127166,4
1,438631,5
1,967847,5
1,856289,0
1,1229913,5
1,1105407,5
1,383634,1
1,1181548,4
1,969492,5
1,849509,0
1,934632,5
1,845783,5
1,872585,4
1,787699,2
1,1111873,2
1,763215,0
1,437342,0
1,1041613,2
1,1125311,0
1,653346,3
1,1005681,3
1,848538,0
1,893334,3
1,1072790,3
1,866398,2
1,385687,4
1,399566,4
1,792307,2
1,7451,5
1,940721,5
1,1239251,1
1,624091,1
1,346698,1
1,551115,1
1,1032372,3
1,609681,5
1,667538,2
1,1027604,0
1,1022789,2
1,873972,0
1,932420,0
1,1049948,1
1,299536,4
1,1022128,0
1,616037,1
1,572802,3
1,1010581,2
1,502356,0
1,218,0
1,634649,0
1,297802,1
1,1192209,4
1,577922,4
1,126889,3
1,405774,2
1,373571,0
1,1017633,4
1,881460,1
1,870404,1
1,43074,5
1,698438,2
1,62,4
1,508883,1
1,284053,4
1,348,5
1,944401,0
1,671,4
1,569094,3
1,293660,5
1,119450,2
1,10138,0
1,753342,1
1,11,2
1,801691,1
1,157336,3
1,1211483,4
1,298618,0
1,603692,4
1,603,3
1,838209,4
1,976573,1
1,414906,0
1,897087,0
1,281338,0
1,27205,0
1,1241748,2
1,86493,0
1,263115,4
1,59300,5
1,1026436,4
1,1134754,3
1,968441,4
1,784651,3
1,766507,4
1,1011082,4
1,695721,5
1,683361,1
1,760104,2
1,315162,0
1,16320,0
1,984249,3
1,254,0
1,1006540,1
1,1139829,2
1,150540,5
1,618588,4
1,508947,2
1,1366,2
1,1029575,5
1,425909,2
1,381288,5
1,1262596,3
1,933131,3
1,1028703,4
1,198663,2
1,120,4
1,106,0
1,680,2
1,124905,0
1,299054,4
1,447365,2
1,893723,4
1,1046090,2
1,841,3
1,1124127,1
1,68428,3
1,5548,0
1,927107,4
1,862,0
1,337404,2
1,507089,4
1,297762,4
1,467244,3
1,284054,4
1,466420,3
1,838240,3
1,1924,5
1,1074049,5
1,1078928,5
1,1016121,4
1,329865,3
1,299534,4
1,1075794,0
1,734002,5
1,575264,3
1,637649,5
1,670292,3
1,177572,5
1,1212073,3
1,206647,4
1,885303,3
1,299537,3
1,1248795,1
1,293167,4
1,1701,2
1,1260916,2
1,411,1
1,14836,0
1,49444,1
1,1008042,5
1,829557,0
1,103,2
1,19995,3
1,809,4
1,1079394,3
1,400928,4
1,1081620,2
1,476669,5
1,315635,3
1,568124,2
1,955916,0
1,7214,0
1,550,1
1,284052,2
1,1052158,1
1,957304,5
1,682075,1
1,383498,2
1,1013240,2
1,436270,2
1,1094556,4
1,141,5
1,424,5
1,339846,0
1,22,0
1,746036,2
1,269149,5
1,674,1
1,1019317,2
1,799155,3
1,926393,2
1,424139,1
1,15,5
1,370464,2
1,1139566,1
1,2666,5
1,1079485,5
1,617127,2
1,354912,4
1,14160,0
1,140300,5
1,1227816,0
1,978592,5
1,1865,2
1,505642,4
1,36647,2
1,951491,4
1,767,1
1,324786,5
1,278,3
1,699280,0
1,677179,4
1,1217409,5
1,122917,5
1,155,1
1,769,2
1,857,3
1,537915,4
1,49047,1
1,480530,1
1,8587,5
1,597,4
1,675,2
1,198184,3
1,937287,5
1,2062,3
1,938614,2
1,24428,3
1,968051,1
1,4935,1
1,890244,2
1,851925,5
1,19,3
1,621,5
1,794,5
1,13,5
1,673593,5
1,118,1
1,585083,5
1,216015,2
1,228150,5
1,395990,0
1,141052,3
1,335983,3
1,848187,1
1,620,3
1,39254,0
1,11688,0
1,1422,0
1,1205781,5
1,282035,4
1,863,0
1,497698,5
1,271110,5
1,12444,4
1,888003,3
1,1267729,1
1,807,2
2,693134,5
2,823464,4
2,1011985,4
2,720321,1
2,1239146,3
2,601796,3
2,940551,1
2,359410,4
2,929590,5
2,654739,0
2,984324,0
2,634492,4
2,1096197,2
2,942047,5
2,935271,3
2,1127166,0
2,438631,1
2,967847,5
2,856289,1
2,1229913,2
2,1105407,5
2,383634,1
2,1181548,5
2,969492,2
2,849509,0
2,934632,3
2,845783,2
2,872585,1
2,787699,3
2,1111873,1
2,763215,5
2,437342,1
2,1041613,1
2,1125311,5
2,653346,4
2,1005681,4
2,848538,2
2,893334,5
2,1072790,5
2,866398,2
2,385687,0
2,399566,3
2,792307,0
2,7451,1
2,940721,2
2,1239251,2
2,624091,4
2,346698,1
2,551115,4
2,1032372,4
2,609681,4
2,667538,3
2,1027604,5
2,1022789,0
2,873972,3
2,932420,2
2,1049948,2
2,299536,3
2,1022128,2
2,616037,5
2,572802,2
2,1010581,4
2,502356,5
2,218,0
2,634649,3
2,297802,0
2,1192209,0
2,577922,5
2,126889,4
2,405774,3
2,373571,2
2,1017633,4
2,881460,2
2,870404,1
2,43074,5
2,698438,4
2,62,4
2,508883,1
2,284053,5
2,348,1
2,944401,5
2,671,2
2,569094,5
2,293660,5
2,119450,5
2,10138,3
2,753342,4
2,11,5
2,801691,4
2,157336,5
2,1211483,4
2,298618,5
2,603692,0
2,603,4
2,838209,2
2,976573,3
2,414906,1
2,897087,5
2,281338,3
2,27205,5
2,1241748,5
2,86493,3
2,263115,0
2,59300,0
2,1026436,0
2,1134754,0
2,968441,5
2,784651,2
2,766507,1
2,1011082,3
2,695721,0
2,683361,3
2,760104,5
2,315162,1
2,16320,2
2,984249,5
2,254,0
2,1006540,0
2,1139829,3
2,150540,5
2,618588,4
2,508947,3
2,1366,3
2,1029575,0
2,425909,1
2,381288,2
2,1262596,2
2,933131,0
2,1028703,1
2,198663,1
2,120,4
2,106,0
2,680,0
2,124905,5
2,299054,0
2,447365,0
2,893723,2
2,1046090,5
2,841,4
2,1124127,1
2,68428,1
2,5548,4
2,927107,0
2,862,5
2,337404,1
2,507089,5
2,297762,0
2,467244,2
2,284054,3
2,466420,1
2,838240,1
2,1924,4
2,1074049,2
2,1078928,3
2,1016121,2
2,329865,3
2,299534,0
2,1075794,5
2,734002,5
2,575264,3
2,637649,0
2,670292,4
2,177572,5
2,1212073,0
2,206647,2
2,885303,2
2,299537,0
2,1248795,1
2,293167,1
2,1701,0
2,1260916,3
2,411,2
2,14836,0
2,49444,3
2,1008042,1
2,829557,5
2,103,2
2,19995,3
2,809,1
2,1079394,5
2,400928,0
2,1081620,1
2,476669,5
2,315635,5
2,568124,3
2,955916,4
2,7214,2
2,550,3
2,284052,2
2,1052158,3
2,957304,2
2,682075,1
2,383498,2
2,1013240,1
2,436270,3
2,1094556,4
2,141,2
2,424,1
2,339846,2
2,22,0
2,746036,2
2,269149,1
2,674,5
2,1019317,0
2,799155,0
2,926393,0
2,424139,0
2,15,0
2,370464,4
2,1139566,0
2,2666,3
2,1079485,0
2,617127,1
2,354912,1
2,14160,0
2,140300,3
2,1227816,1
2,978592,0
2,1865,1
2,505642,0
2,36647,0
2,951491,1
2,767,3
2,324786,5
2,278,5
2,699280,2
2,677179,3
2,1217409,3
2,122917,1
2,155,1
2,769,5
2,857,1
2,537915,3
2,49047,3
2,480530,3
2,8587,2
2,597,3
2,675,5
2,198184,0
2,937287,2
2,2062,0
2,938614,0
2,24428,1
2,968051,3
2,4935,0
2,890244,2
2,851925,4
2,19,3
2,621,0
2,794,2
2,13,0
2,673593,5
2,118,4
2,585083,2
2,216015,2
2,228150,4
2,395990,5
2,141052,2
2,335983,5
2,848187,2
2,620,4
2,39254,0
2,11688,3
2,1422,5
2,1205781,2
2,282035,5
2,863,2
2,497698,0
2,271110,2
2,12444,3
2,888003,3
2,1267729,1
2,807,0
3,693134,4
3,823464,2
3,1011985,0
3,720321,1
3,1239146,1
3,601796,0
3,940551,4
3,359410,2
3,929590,0
3,654739,1
3,984324,2
3,634492,3
3,1096197,5
3,942047,5
3,935271,1
3,1127166,0
3,438631,3
3,967847,3
3,856289,0
3,1229913,5
3,1105407,3
3,383634,0
3,1181548,4
3,969492,1
3,849509,1
3,934632,5
3,845783,4
3,872585,3
3,787699,4
3,1111873,2
3,763215,4
3,437342,1
3,1041613,2
3,1125311,5
3,653346,3
3,1005681,1
3,848538,5
3,893334,5
3,1072790,0
3,866398,5
3,385687,4
3,399566,0
3,792307,4
3,7451,1
3,940721,3
3,1239251,4
3,624091,5
3,346698,0
3,551115,5
3,1032372,3
3,609681,2
3,667538,2
3,1027604,1
3,1022789,1
3,873972,0
3,932420,5
3,1049948,5
3,299536,5
3,1022128,1
3,616037,1
3,572802,1
3,1010581,2
3,502356,5
3,218,0
3,634649,3
3,297802,3
3,1192209,5
3,577922,4
3,126889,4
3,405774,0
3,373571,5
3,1017633,4
3,881460,4
3,870404,2
3,43074,4
3,698438,2
3,62,3
3,508883,0
3,284053,2
3,348,3
3,944401,1
3,671,5
3,569094,5
3,293660,3
3,119450,3
3,10138,2
3,753342,1
3,11,5
3,801691,3
3,157336,0
3,1211483,2
3,298618,0
3,603692,4
3,603,1
3,838209,4
3,976573,0
3,414906,0
3,897087,4
3,281338,0
3,27205,3
3,1241748,0
3,86493,2
3,263115,1
3,59300,0
3,1026436,3
3,1134754,1
3,968441,2
3,784651,1
3,766507,3
3,1011082,2
3,695721,1
3,683361,3
3,760104,0
3,315162,1
3,16320,4
3,984249,1
3,254,5
3,1006540,2
3,1139829,0
3,150540,2
3,618588,5
3,508947,1
3,1366,5
3,1029575,0
3,425909,5
3,381288,1
3,1262596,1
3,933131,1
3,1028703,4
3,198663,0
3,120,5
3,106,4
3,680,2
3,124905,1
3,299054,0
3,447365,3
3,893723,1
3,1046090,4
3,841,2
3,1124127,0
3,68428,2
3,5548,3
3,927107,3
3,862,2
3,337404,3
3,507089,5
3,297762,0
3,467244,3
3,284054,1
3,466420,0
3,838240,1
3,1924,1
3,1074049,0
3,1078928,1
3,1016121,1
3,329865,4
3,299534,0
3,1075794,3
3,734002,4
3,575264,2
3,637649,1
3,670292,0
3,177572,4
3,1212073,0
3,206647,0
3,885303,2
3,299537,1
3,1248795,4
3,293167,2
3,1701,4
3,1260916,5
3,411,2
3,14836,0
3,49444,4
3,1008042,5
3,829557,2
3,103,0
3,19995,2
3,809,5
3,1079394,2
3,400928,0
3,1081620,5
3,476669,5
3,315635,0
3,568124,2
3,955916,1
3,7214,1
3,550,5
3,284052,0
3,1052158,0
3,957304,3
3,682075,3
3,383498,4
3,1013240,1
3,436270,4
3,1094556,3
3,141,4
3,424,5
3,339846,0
3,22,3
3,746036,3
3,269149,4
3,674,0
3,1019317,2
3,799155,1
3,926393,3
3,424139,5
3,15,2
3,370464,1
3,1139566,4
3,2666,4
3,1079485,1
3,617127,3
3,354912,2
3,14160,2
3,140300,0
3,1227816,2
3,978592,0
3,1865,1
3,505642,2
3,36647,1
3,951491,2
3,767,0
3,324786,3
3,278,3
3,699280,1
3,677179,0
3,1217409,5
3,122917,1
3,155,1
3,769,4
3,857,2
3,537915,4
3,49047,5
3,480530,5
3,8587,1
3,597,5
3,675,5
3,198184,3
3,937287,4
3,2062,3
3,938614,0
3,24428,0
3,968051,5
3,4935,1
3,890244,2
3,851925,3
3,19,1
3,621,3
3,794,3
3,13,1
3,673593,1
3,118,4
3,585083,1
3,216015,0
3,228150,1
3,395990,1
3,141052,5
3,335983,5
3,848187,5
3,620,1
3,39254,4
3,11688,5
3,1422,5
3,1205781,4
3,282035,5
3,863,1
3,497698,3
3,271110,1
3,12444,5
3,888003,4
3,1267729,1
3,807,2
4,693134,4
4,823464,0
4,1011985,2
4,720321,0
4,1239146,1
4,601796,4
4,940551,1
4,359410,4
4,929590,0
4,654739,3
4,984324,5
4,634492,4
4,1096197,1
4,942047,2
4,935271,1
4,1127166,5
4,438631,4
4,967847,5
4,856289,5
4,1229913,5
4,1105407,5
4,383634,5
4,1181548,1
4,969492,1
4,849509,5
4,934632,2
4,845783,3
4,872585,1
4,787699,5
4,1111873,1
4,763215,4
4,437342,0
4,1041613,3
4,1125311,0
4,653346,4
4,1005681,0
4,848538,1
4,893334,5
4,1072790,1
4,866398,3
4,385687,0
4,399566,1
4,792307,4
4,7451,4
4,940721,4
4,1239251,5
4,624091,4
4,346698,3
4,551115,4
4,1032372,2
4,609681,0
4,667538,3
4,1027604,3
4,1022789,2
4,873972,3
4,932420,5
4,1049948,0
4,299536,2
4,1022128,4
4,616037,4
4,572802,3
4,1010581,1
4,502356,4
4,218,4
4,634649,4
4,297802,0
4,1192209,3
4,577922,1
4,126889,0
4,405774,2
4,373571,1
4,1017633,3
4,881460,2
4,870404,3
4,43074,2
4,698438,5
4,62,0
4,508883,0
4,284053,2
4,348,5
4,944401,4
4,671,1
4,569094,0
4,293660,5
4,119450,2
4,10138,3
4,753342,2
4,11,4
4,801691,0
4,157336,2
4,1211483,1
4,298618,0
4,603692,1
4,603,0
4,838209,5
4,976573,3
4,414906,5
4,897087,0
4,281338,2
4,27205,4
4,1241748,1
4,86493,2
4,263115,2
4,59300,4
4,1026436,2
4,1134754,3
4,968441,5
4,784651,1
4,766507,4
4,1011082,5
4,695721,2
4,683361,0
4,760104,3
4,315162,0
4,16320,5
4,984249,4
4,254,2
4,1006540,4
4,1139829,4
4,150540,1
4,618588,1
4,508947,3
4,1366,4
4,1029575,2
4,425909,0
4,381288,4
4,1262596,1
4,933131,4
4,1028703,3
4,198663,3
4,120,2
4,106,5
4,680,4
4,124905,5
4,299054,1
4,447365,2
4,893723,2
4,1046090,4
4,841,2
4,1124127,1
4,68428,3
4,5548,2
4,927107,0
4,862,4
4,337404,5
4,507089,3
4,297762,0
4,467244,3
4,284054,4
4,466420,5
4,838240,5
4,1924,4
4,1074049,2
4,1078928,2
4,1016121,5
4,329865,0
4,299534,5
4,1075794,4
4,734002,3
4,575264,2
4,637649,4
4,670292,2
4,177572,3
4,1212073,2
4,206647,4
4,885303,2
4,299537,2
4,1248795,5
4,293167,4
4,1701,4
4,1260916,5
4,411,5
4,14836,3
4,49444,1
4,1008042,3
4,829557,0
4,103,1
4,19995,1
4,809,2
4,1079394,1
4,400928,0
4,1081620,4
4,476669,3
4,315635,1
4,568124,0
4,955916,0
4,7214,3
4,550,4
4,284052,3
4,1052158,3
4,957304,5
4,682075,1
4,383498,4
4,1013240,0
4,436270,5
4,1094556,1
4,141,3
4,424,5
4,339846,4
4,22,1
4,746036,3
4,269149,3
4,674,0
4,1019317,3
4,799155,3
4,926393,1
4,424139,3
4,15,0
4,370464,5
4,1139566,1
4,2666,3
4,1079485,4
4,617127,1
4,354912,1
4,14160,4
4,140300,0
4,1227816,2
4,978592,0
4,1865,5
4,505642,0
4,36647,3
4,951491,4
4,767,4
4,324786,3
4,278,2
4,699280,2
4,677179,2
4,1217409,2
4,122917,2
4,155,3
4,769,0
4,857,2
4,537915,0
4,49047,0
4,480530,0
4,8587,4
4,597,3
4,675,4
4,198184,0
4,937287,2
4,2062,2
4,938614,4
4,24428,2
4,968051,5
4,4935,1
4,890244,1
4,851925,0
4,19,3
4,621,1
4,794,3
4,13,3
4,673593,3
4,118,1
4,585083,2
4,216015,1
4,228150,0
4,395990,1
4,141052,1
4,335983,5
4,848187,1
4,620,4
4,39254,0
4,11688,1
4,1422,3
4,1205781,2
4,282035,0
4,863,3
4,497698,0
4,271110,5
4,12444,5
4,888003,5
4,1267729,5
4,807,1
5,693134,2
5,823464,5
5,1011985,4
5,720321,5
5,1239146,0
5,601796,1
5,940551,0
5,359410,1
5,929590,2
5,654739,4
5,984324,4
5,634492,5
5,1096197,5
5,942047,2
5,935271,2
5,1127166,5
5,438631,4
5,967847,1
5,856289,4
5,1229913,1
5,1105407,4
5,383634,2
5,1181548,3
5,969492,5
5,849509,4
5,934632,2
5,845783,2
5,872585,4
5,787699,3
5,1111873,3
5,763215,4
5,437342,1
5,1041613,1
5,1125311,0
5,653346,4
5,1005681,1
5,848538,4
5,893334,1
5,1072790,3
5,866398,2
5,385687,1
5,399566,1
5,792307,1
5,7451,5
5,940721,5
5,1239251,5
5,624091,2
5,346698,0
5,551115,2
5,1032372,0
5,609681,3
5,667538,4
5,1027604,1
5,1022789,0
5,873972,5
5,932420,2
5,1049948,4
5,299536,1
5,1022128,2
5,616037,0
5,572802,0
5,1010581,5
5,502356,0
5,218,1
5,634649,5
5,297802,0
5,1192209,2
5,577922,2
5,126889,3
5,405774,2
5,373571,3
5,1017633,1
5,881460,2
5,870404,1
5,43074,0
5,698438,4
5,62,0
5,508883,1
5,284053,0
5,348,1
5,944401,4
5,671,1
5,569094,3
5,293660,4
5,119450,3
5,10138,2
5,753342,3
5,11,3
5,801691,5
5,157336,4
5,1211483,3
5,298618,3
5,603692,4
5,603,3
5,838209,2
5,976573,2
5,414906,3
5,897087,1
5,281338,4
5,27205,1
5,1241748,1
5,86493,2
5,263115,1
5,59300,5
5,1026436,0
5,1134754,4
5,968441,2
5,784651,0
5,766507,3
5,1011082,1
5,695721,0
5,683361,4
5,760104,5
5,315162,5
5,16320,3
5,984249,0
5,254,4
5,1006540,4
5,1139829,4
5,150540,0
5,618588,0
5,508947,2
5,1366,5
5,1029575,2
5,425909,1
5,381288,4
5,1262596,5
5,933131,1
5,1028703,1
5,198663,0
5,120,5
5,106,4
5,680,4
5,124905,2
5,299054,1
5,447365,0
5,893723,2
5,1046090,2
5,841,3
5,1124127,0
5,68428,5
5,5548,5
5,927107,0
5,862,3
5,337404,0
5,507089,1
5,297762,1
5,467244,1
5,284054,4
5,466420,3
5,838240,4
5,1924,3
5,1074049,0
5,1078928,4
5,1016121,0
5,329865,4
5,299534,2
5,1075794,3
5,734002,3
5,575264,2
5,637649,0
5,670292,5
5,177572,1
5,1212073,1
5,206647,4
5,885303,2
5,299537,1
5,1248795,0
5,293167,0
5,1701,1
5,1260916,4
5,411,4
5,14836,1
5,49444,0
5,1008042,0
5,829557,4
5,103,4
5,19995,2
5,809,3
5,1079394,4
5,400928,5
5,1081620,0
5,476669,0
5,315635,2
5,568124,5
5,955916,0
5,7214,5
5,550,4
5,284052,1
5,1052158,2
5,957304,4
5,682075,3
5,383498,2
5,1013240,1
5,436270,3
5,1094556,2
5,141,2
5,424,0
5,339846,0
5,22,1
5,746036,1
5,269149,5
5,674,2
5,1019317,3
5,799155,5
5,926393,2
5,424139,5
5,15,4
5,370464,5
5,1139566,0
5,2666,1
5,1079485,1
5,617127,2
5,354912,2
5,14160,4
5,140300,0
5,1227816,3
5,978592,5
5,1865,0
5,505642,4
5,36647,0
5,951491,2
5,767,5
5,324786,1
5,278,4
5,699280,4
5,677179,1
5,1217409,4
5,122917,5
5,155,3
5,769,1
5,857,4
5,537915,1
5,49047,3
5,480530,2
5,8587,0
5,597,1
5,675,4
5,198184,2
5,937287,5
5,2062,5
5,938614,3
5,24428,5
5,968051,0
5,4935,1
5,890244,5
5,851925,0
5,19,5
5,621,0
5,794,4
5,13,5
5,673593,4
5,118,2
5,585083,3
5,216015,4
5,228150,3
5,395990,2
5,141052,1
5,335983,5
5,848187,5
5,620,1
5,39254,3
5,11688,4
5,1422,4
5,1205781,2
5,282035,3
5,863,4
5,497698,4
5,271110,3
5,12444,1
5,888003,2
5,1267729,5
5,807,4
6,693134,5
6,823464,5
6,1011985,3
6,720321,2
6,1239146,4
6,601796,2
6,940551,3
6,359410,4
6,929590,4
6,654739,3
6,984324,0
6,634492,5
6,1096197,2
6,942047,1
6,935271,3
6,1127166,2
6,438631,2
6,967847,4
6,856289,5
6,1229913,2
6,1105407,1
6,383634,0
6,1181548,5
6,969492,1
6,849509,2
6,934632,0
6,845783,3
6,872585,5
6,787699,4
6,1111873,0
6,763215,3
6,437342,2
6,1041613,1
6,1125311,1
6,653346,5
6,1005681,1
6,848538,3
6,893334,3
6,1072790,3
6,866398,5
6,385687,2
6,399566,3
6,792307,2
6,7451,1
6,940721,0
6,1239251,2
6,624091,5
6,346698,3
6,551115,3
6,1032372,2
6,609681,4
6,667538,4
6,1027604,5
6,1022789,5
6,873972,0
6,932420,0
6,1049948,5
6,299536,0
6,1022128,5
6,616037,5
6,572802,5
6,1010581,5
6,502356,1
6,218,5
6,634649,0
6,297802,3
6,1192209,4
6,577922,0
6,126889,1
6,405774,3
6,373571,1
6,1017633,4
6,881460,4
6,870404,4
6,43074,1
6,698438,2
6,62,1
6,508883,3
6,284053,5
6,348,4
6,944401,2
6,671,0
6,569094,5
6,293660,1
6,119450,4
6,10138,5
6,753342,0
6,11,2
6,801691,0
6,157336,0
6,1211483,2
6,298618,0
6,603692,4
6,603,2
6,838209,3
6,976573,3
6,414906,5
6,897087,2
6,281338,5
6,27205,5
6,1241748,0
6,86493,4
6,263115,4
6,59300,1
6,1026436,3
6,1134754,4
6,968441,4
6,784651,5
6,766507,0
6,1011082,4
6,695721,0
6,683361,5
6,760104,4
6,315162,4
6,16320,5
6,984249,4
6,254,3
6,1006540,2
6,1139829,1
6,150540,5
6,618588,3
6,508947,4
6,1366,0
6,1029575,4
6,425909,1
6,381288,1
6,1262596,1
6,933131,4
6,1028703,0
6,198663,2
6,120,5
6,106,0
6,680,2
6,124905,3
6,299054,0
6,447365,3
6,893723,5
6,1046090,1
6,841,1
6,1124127,4
6,68428,4
6,5548,0
6,927107,0
6,862,2
6,337404,1
6,507089,3
6,297762,5
6,467244,2
6,284054,3
6,466420,2
6,838240,4
6,1924,5
6,1074049,1
6,1078928,1
6,1016121,3
6,329865,2
6,299534,1
6,1075794,5
6,734002,3
6,575264,1
6,637649,2
6,670292,1
6,177572,4
6,1212073,5
6,206647,4
6,885303,3
6,299537,3
6,1248795,0
6,293167,4
6,1701,3
6,1260916,3
6,411,4
6,14836,2
6,49444,0
6,1008042,5
6,829557,5
6,103,0
6,19995,2
6,809,1
6,1079394,3
6,400928,3
6,1081620,4
6,476669,0
6,315635,2
6,568124,3
6,955916,0
6,7214,3
6,550,3
6,284052,1
6,1052158,2
6,957304,1
6,682075,2
6,383498,2
6,1013240,1
6,436270,1
6,1094556,3
6,141,4
6,424,4
6,339846,1
6,22,1
6,746036,1
6,269149,4
6,674,0
6,1019317,3
6,799155,3
6,926393,2
6,424139,1
6,15,4
6,370464,3
6,1139566,3
6,2666,1
6,1079485,3
6,617127,1
6,354912,3
6,14160,4
6,140300,4
6,1227816,2
6,978592,1
6,1865,4
6,505642,5
6,36647,5
6,951491,0
6,767,5
6,324786,3
6,278,0
6,699280,2
6,677179,0
6,1217409,2
6,122917,3
6,155,4
6,769,1
6,857,4
6,537915,4
6,49047,4
6,480530,3
6,8587,2
6,597,1
6,675,0
6,198184,3
6,937287,1
6,2062,3
6,938614,0
6,24428,2
6,968051,1
6,4935,1
6,890244,0
6,851925,3
6,19,0
6,621,2
6,794,3
6,13,4
6,673593,4
6,118,2
6,585083,0
6,216015,4
6,228150,5
6,395990,3
6,141052,4
6,335983,1
6,848187,0
6,620,3
6,39254,4
6,11688,1
6,1422,5
6,1205781,2
6,282035,2
6,863,1
6,497698,1
6,271110,0
6,12444,0
6,888003,4
6,1267729,5
6,807,5
7,693134,2
7,823464,5
7,1011985,3
7,720321,5
7,1239146,3
7,601796,3
7,940551,3
7,359410,0
7,929590,0
7,654739,2
7,984324,0
7,634492,2
7,1096197,3
7,942047,0
7,935271,0
7,1127166,4
7,438631,1
7,967847,0
7,856289,4
7,1229913,3
7,1105407,2
7,383634,3
7,1181548,0
7,969492,5
7,849509,0
7,934632,5
7,845783,4
7,872585,0
7,787699,4
7,1111873,4
7,763215,1
7,437342,2
7,1041613,3
7,1125311,4
7,653346,1
7,1005681,3
7,848538,5
7,893334,0
7,1072790,3
7,866398,2
7,385687,2
7,399566,4
7,792307,4
7,7451,5
7,940721,4
7,1239251,3
7,624091,2
7,346698,1
7,551115,1
7,1032372,2
7,609681,5
7,667538,0
7,1027604,5
7,1022789,1
7,873972,5
7,932420,4
7,1049948,3
7,299536,5
7,1022128,0
7,616037,0
7,572802,2
7,1010581,2
7,502356,2
7,218,5
7,634649,3
7,297802,1
